input	data/bc5-chemical/characterbert-from_general-128-s1.tsv	data/bc5-chemical/characterbert-general+node2vec-s1.tsv	data/bc5-chemical/characterbert-general-s1.tsv	data/bc5-chemical/enhanced-characterbert-from_general-128+node2vec-s1.tsv	data/bc5-chemical/fasttext-gigaword+node2vec-s1.tsv	data/bc5-chemical/fasttext-gigaword-s1.tsv	data/bc5-chemical/fasttext-mimic+node2vec-s1.tsv	data/bc5-chemical/fasttext-mimic-s1.tsv	data/bc5-chemical/fasttext-pubmed+node2vec-s1.tsv	data/bc5-chemical/fasttext-pubmed-s1.tsv	data/bc5-chemical/fasttext-random+node2vec-s1.tsv	data/bc5-chemical/fasttext-random-s1.tsv
27291_ias	1	1	0	1	1	1	0	0	1	1	1	1
27299_inorganic	0	0	0	0	0	0	1	0	1	1	0	0
27300_as	0	0	0	0	0	0	0	0	0	0	0	0
27338_ias	1	1	1	1	0	1	0	0	0	0	0	1
27383_ias	1	1	1	1	0	0	0	0	0	0	0	1
27418_ias	1	1	1	1	0	1	0	0	0	0	0	1
27437_ias	1	1	1	1	0	1	0	0	0	0	0	1
27487_piperazine	1	1	1	1	0	0	0	1	0	0	0	0
27490_trans	1	1	1	1	1	1	1	1	1	0	1	1
27491_-	1	1	1	1	1	1	1	1	1	1	1	1
27492_2	1	1	1	1	1	1	1	1	1	1	1	1
27493_-	1	1	1	1	1	1	1	1	1	1	1	1
27494_amino	1	1	1	1	1	1	1	1	1	1	1	1
27495_-	1	1	1	1	1	1	1	1	1	1	1	1
27496_3	1	1	1	1	1	1	1	1	1	1	1	1
27497_-	1	1	1	1	1	1	1	1	1	1	1	1
27498_hydroxy	1	1	1	1	1	1	1	1	1	1	1	1
27499_-	1	1	1	1	1	1	1	1	0	1	1	1
27500_1	1	1	1	1	1	1	1	1	0	1	1	1
27501_,	1	1	1	1	1	1	1	1	0	1	1	0
27502_2	1	1	1	1	1	1	1	1	0	1	1	0
27503_,	1	1	1	1	1	1	1	1	0	1	1	0
27504_3	1	1	1	1	1	1	1	1	0	1	1	0
27505_,	1	1	1	1	1	1	1	1	0	1	1	0
27506_4	1	1	1	1	1	1	1	1	0	1	1	1
27507_-	1	1	1	1	1	1	1	1	1	1	1	1
27508_tetrahydroanaphthalene	1	1	1	1	1	1	1	1	1	1	0	1
27517_n	1	1	1	1	1	1	0	1	1	1	1	1
27518_-	1	1	1	1	1	1	1	1	1	1	1	0
27519_(	1	1	1	1	1	1	1	1	1	1	1	0
27520_trans	1	1	1	1	1	1	1	1	1	1	0	0
27521_-	1	1	1	1	1	1	1	1	1	1	1	1
27522_3	1	1	1	1	1	1	1	1	1	1	1	1
27523_-	1	1	1	1	1	1	1	1	1	1	1	1
27524_hydroxy	1	1	1	1	1	1	1	1	1	1	1	1
27525_-	1	1	1	1	1	1	1	1	0	1	1	1
27526_1	1	1	1	1	1	1	1	1	1	1	1	1
27527_,	1	1	1	1	1	1	1	1	1	1	1	1
27528_2	1	1	1	1	1	1	1	1	1	1	1	1
27529_,	1	1	1	1	1	1	1	1	1	1	1	1
27530_3	1	1	1	1	1	1	1	1	1	1	1	1
27531_,	1	1	1	1	1	1	1	1	1	1	1	1
27532_4	1	1	1	1	1	1	1	1	1	1	1	1
27533_-	1	1	1	1	1	1	1	1	1	1	1	1
27534_tetrahydro	1	1	1	1	1	1	1	1	1	1	1	1
27535_-	1	1	1	1	1	1	1	1	1	1	1	1
27536_2	1	1	1	1	1	1	1	1	1	1	1	1
27537_-	1	1	1	1	1	1	1	1	1	1	1	1
27538_naphthyl	1	1	1	1	1	1	1	1	1	1	1	1
27539_)	1	1	1	1	1	1	1	1	1	1	1	1
27540_-	1	1	1	1	1	1	1	1	1	1	1	1
27541_n	1	1	1	1	1	1	1	1	1	1	1	1
27542_-	1	1	1	1	1	1	1	1	1	1	1	1
27543_(	1	1	1	1	1	1	1	1	1	1	1	1
27544_3	1	1	1	1	1	1	1	1	1	1	1	1
27545_-	1	1	1	1	1	1	1	1	1	1	1	1
27546_oxo	1	1	1	1	1	1	1	1	1	1	1	1
27547_-	1	1	1	1	1	1	1	1	1	1	1	1
27548_3	1	1	1	1	1	1	1	1	1	1	1	1
27549_-	1	1	1	1	1	1	1	1	1	1	1	1
27550_phenyl	1	1	1	1	1	1	1	1	1	1	1	1
27551_-	1	1	1	1	1	1	1	1	1	1	1	1
27552_2	1	1	1	1	1	1	1	1	1	1	1	1
27553_-	1	1	1	1	1	1	1	1	1	1	1	1
27554_methylpropyl	1	1	1	1	1	1	1	1	1	1	1	1
27555_)	1	1	1	1	1	1	1	1	1	1	1	1
27556_-	1	1	1	1	1	1	1	1	1	1	1	1
27557_piperazine	1	1	1	1	1	1	1	1	1	1	1	1
27558_hydrochloride	1	0	1	1	0	1	0	1	0	1	0	1
27563_p11	1	0	0	1	0	0	0	0	0	0	0	1
27595_bacl2	1	1	1	1	0	0	0	0	1	1	0	0
27598_chloroform	1	1	1	1	1	1	1	1	1	1	1	1
27600_adrenaline	1	1	0	1	1	1	1	1	1	1	1	0
27603_strophantine	1	1	1	1	0	0	0	1	0	1	0	0
27604_g	1	1	1	1	0	0	0	0	0	0	0	0
27607_aconitine	1	1	1	1	1	0	1	1	1	1	1	0
27612_p11	1	0	1	1	0	0	0	1	1	0	0	1
27658_chloroform	1	1	1	1	1	1	1	1	1	1	1	1
27660_adrenaline	1	1	1	1	1	0	1	0	1	0	1	0
27669_bacl2	1	1	1	1	0	0	0	0	1	1	0	0
27775_vitamin	1	1	1	1	1	1	1	1	1	1	1	1
27776_e	1	1	1	1	1	1	1	1	1	1	1	1
27810_vitamin	1	1	1	1	1	1	1	1	1	1	1	1
27811_e	1	1	1	1	1	1	1	1	1	1	1	1
27818_vitamin	1	1	1	1	1	1	1	1	1	1	1	1
27819_e	1	1	1	1	1	1	1	1	1	1	1	1
27889_steroids	1	0	0	1	1	1	1	1	1	1	1	1
27904_dianabol	1	1	1	1	1	1	1	1	1	1	0	0
27906_ciba	1	1	0	1	0	1	0	0	0	0	0	0
27920_vitamin	1	1	1	1	1	1	1	1	1	1	1	1
27921_e	1	1	1	1	1	1	1	1	1	1	1	0
28009_steroids	1	1	1	1	1	1	1	1	1	1	1	1
28090_vitamin	1	1	1	1	1	1	1	1	1	1	1	1
28091_e	1	1	1	1	1	1	1	1	1	1	1	1
28103_warfarin	1	1	1	1	1	1	1	1	1	1	1	1
28118_warfarin	1	1	1	1	1	1	1	1	1	1	1	1
28137_warfarin	1	1	1	1	1	1	1	1	1	1	1	1
28139_heparin	1	1	1	1	1	1	1	1	1	1	1	1
28167_warfarin	1	1	1	1	1	1	1	1	1	1	1	1
28202_warfarin	1	1	1	1	1	1	1	1	1	1	1	1
28246_isradipine	1	1	1	1	1	1	1	1	1	1	1	0
28268_isradipine	1	1	1	1	1	1	1	1	1	1	1	1
28338_isradipine	1	1	1	1	1	1	1	1	1	1	1	1
28528_salbutamol	1	1	1	1	1	1	1	1	1	1	1	1
28537_salbutamol	1	1	1	1	1	1	1	1	1	1	1	0
28582_salbutamol	1	1	1	1	1	1	1	1	1	1	1	1
28624_salbutamol	1	1	1	1	1	1	1	1	1	1	1	1
28638_salbutamol	1	1	1	1	1	1	1	1	1	1	1	1
28688_ipratropium	1	1	1	1	1	1	1	1	1	1	1	1
28689_bromide	1	1	1	1	1	1	1	1	1	1	1	1
28737_k	1	1	1	1	0	1	0	1	1	1	0	0
28739_glu	1	1	1	1	1	1	1	1	1	1	0	0
28815_k	1	1	1	1	0	0	0	1	0	1	0	1
28826_glu	1	1	1	1	1	1	1	1	1	1	0	0
28865_glu	1	1	1	1	1	1	1	1	1	1	0	0
28923_caffeine	1	1	1	1	1	1	1	1	1	1	1	1
28935_caffeine	1	1	1	1	1	1	1	1	1	1	1	1
28955_3	1	1	1	1	1	1	1	1	1	1	1	0
28956_-	1	1	1	1	1	1	1	1	1	1	1	0
28957_methoxy	1	1	1	1	1	1	1	1	1	1	1	0
28958_-	1	1	1	1	1	1	1	1	1	1	1	0
28959_4	1	1	1	1	1	1	1	1	1	1	1	0
28960_-	1	1	1	1	1	1	1	1	1	1	1	0
28961_hydroxyphenethyleneglycol	1	1	1	1	1	1	1	1	1	1	1	0
28963_mhpg	1	0	1	1	1	0	1	1	1	1	1	0
28966_cortisol	1	1	1	1	1	1	1	1	1	1	1	1
28991_caffeine	1	1	1	1	1	1	1	1	1	1	1	1
29040_caffeine	1	1	1	1	1	1	1	1	1	1	1	1
29057_caffeine	1	1	1	1	1	1	1	1	1	1	1	1
29068_caffeine	1	1	1	1	1	1	1	1	1	1	1	1
29073_mhpg	1	0	0	1	1	0	1	1	1	1	1	0
29084_caffeine	1	1	1	1	1	1	1	1	1	1	1	1
29087_cortisol	1	1	1	1	1	1	1	1	1	1	1	1
29099_caffeine	1	1	1	1	1	1	1	1	1	1	1	1
29102_adenosine	1	1	1	1	0	1	1	1	1	1	0	1
29121_adenosine	1	1	1	1	1	1	1	1	1	1	1	1
29132_caffeine	1	1	1	1	1	1	1	1	1	1	1	1
29198_cobalt	1	1	1	1	0	0	0	0	0	0	0	0
29256_doxorubicin	1	1	1	1	1	1	1	1	1	1	1	1
29497_catecholamines	1	1	1	1	1	1	1	1	1	1	1	1
29529_norepinephrine	1	1	1	1	1	1	1	1	1	1	1	1
29548_caffeine	1	1	1	1	1	1	1	1	1	1	1	1
29562_caffeine	1	1	1	1	1	1	1	1	1	1	1	1
29638_caffeine	1	1	1	1	1	1	1	1	1	1	1	1
29672_caffeine	1	1	1	1	1	1	1	1	1	1	1	1
29717_caffeine	1	1	1	1	1	1	1	1	1	1	1	1
29841_caffeine	1	1	1	1	1	1	1	1	1	1	1	1
29863_caffeine	1	1	1	1	1	1	1	1	1	1	1	1
29879_alkylxanthines	1	1	1	1	1	1	1	1	1	1	0	0
29917_cyclophosphamide	1	1	1	1	1	1	1	1	1	1	1	1
29949_cyclophosphamide	1	0	0	1	1	1	1	1	1	1	1	1
29984_cyclophosphamide	1	1	1	1	1	1	1	1	1	1	1	1
30057_cyclophosphamide	1	1	1	1	1	1	1	1	1	1	1	1
30072_cyclophosphamide	1	1	1	1	1	1	1	1	1	1	1	1
30100_cyclophosphamide	1	1	1	1	1	1	1	1	1	1	1	1
30111_cyclophosphamide	1	1	1	1	1	1	1	1	1	1	1	1
30128_carbetocin	1	1	1	1	1	1	1	1	1	1	1	1
30149_carbetocin	1	1	1	1	1	1	1	1	1	1	1	1
30158_oxytocin	1	1	1	1	1	1	1	1	1	1	1	1
30176_carbetocin	1	1	1	1	1	1	1	1	1	1	1	1
30226_carbetocin	1	1	1	1	1	1	1	1	1	1	1	0
30452_carbetocin	1	1	1	1	1	1	1	1	1	1	1	0
30463_dobutamine	1	1	1	1	1	1	1	1	1	1	1	1
30472_cocaine	1	1	1	1	1	1	1	1	1	1	1	1
30488_cocaine	1	1	1	1	1	1	1	1	1	1	1	1
30496_dobutamine	1	1	1	1	1	1	1	1	1	1	1	1
30523_dobutamine	1	1	1	1	1	1	1	1	1	1	1	1
30528_cocaine	1	1	1	1	1	1	1	1	1	1	1	1
30547_cocaine	1	1	1	1	1	1	1	1	1	1	1	1
30592_cocaine	1	1	1	1	1	1	1	1	1	1	1	1
30619_cocaine	1	1	1	1	1	1	1	1	1	1	1	1
30774_atropine	1	1	1	1	1	1	1	1	1	1	1	1
30793_dobutamine	1	1	1	1	1	1	1	1	1	1	1	1
30799_cocaine	1	1	1	1	1	1	1	1	1	1	1	1
30806_amiodarone	1	1	1	1	1	1	1	1	1	1	1	1
30849_amiodarone	1	1	1	1	1	1	1	1	1	1	1	1
30872_digoxin	1	1	1	1	1	0	1	1	1	1	1	0
30922_amiodarone	1	1	1	1	1	1	1	1	1	1	1	1
30926_amiodarone	1	1	1	1	1	1	1	1	1	1	1	1
30936_amiodarone	1	1	1	1	1	1	1	1	1	1	1	1
30960_melphalan	1	1	1	1	1	1	1	1	1	1	1	1
31006_melphalan	1	1	1	1	1	1	1	1	1	1	1	0
31045_melphalan	1	1	1	1	1	1	1	1	1	1	1	1
31090_melphalan	1	1	1	1	1	1	1	1	1	1	1	1
31113_creatinine	1	1	1	1	1	1	1	1	1	1	1	1
31169_melphalan	1	1	1	1	1	1	1	1	1	1	1	1
31222_melphalan	1	1	1	1	1	1	1	1	1	1	1	1
31262_melphalan	1	1	1	1	1	1	1	1	1	1	1	1
31280_melphalan	1	1	1	1	1	1	1	1	1	1	1	1
31323_cocaine	1	1	1	1	1	1	1	1	1	1	1	1
31364_cocaine	1	1	1	1	1	1	1	1	1	1	1	1
31379_cocaine	1	1	1	1	1	1	1	1	1	1	1	1
31388_cocaine	1	1	1	1	1	1	1	1	1	1	1	1
31397_cocaine	1	1	1	1	1	1	1	1	1	1	1	1
31609_cocaine	1	1	1	1	1	1	1	1	1	1	1	1
31612_ecstasy	1	1	1	1	1	1	1	1	1	1	1	1
31659_crack	0	1	1	1	1	0	1	0	1	0	1	0
31660_cocaine	0	0	0	1	1	0	1	0	0	0	1	0
31731_crack	0	0	0	1	1	0	1	0	1	0	1	0
31732_cocaine	0	0	0	1	1	0	1	0	0	0	1	0
31815_crack	0	1	1	1	1	0	1	0	1	0	1	0
31816_cocaine	0	0	0	1	1	0	1	0	0	0	1	0
31890_levetiracetam	1	1	1	1	1	1	1	1	1	1	1	1
31895_phenobarbital	1	1	1	1	1	1	1	1	1	1	1	1
31918_levetiracetam	1	1	1	1	1	1	1	1	1	1	0	1
31924_phenobarbital	1	1	1	1	1	1	1	1	1	1	1	1
31961_phenobarbital	1	1	1	1	1	1	1	1	1	1	1	1
31972_phenobarbital	1	1	1	1	1	1	1	1	1	1	1	1
31982_levetiracetam	1	1	1	1	1	1	1	1	1	1	1	1
32016_levetiracetam	1	1	1	1	1	1	1	1	1	1	1	1
32055_levetiracetam	1	1	1	1	1	1	1	1	1	1	1	1
32073_levetiracetam	1	1	1	1	1	1	1	1	1	1	1	1
32086_levetiracetam	1	1	1	1	1	1	1	1	1	1	1	1
32116_levetiracetam	1	1	1	1	1	1	1	1	1	1	1	1
32135_levetiracetam	1	1	1	1	1	1	1	1	1	1	1	1
32157_levetiracetam	1	1	1	1	1	1	1	1	1	1	1	1
32194_levetiracetam	1	1	1	1	1	1	1	1	1	1	1	1
32208_phenobarbital	1	1	1	1	1	1	1	1	1	1	1	1
32225_cocaine	1	1	1	1	1	1	1	1	1	1	1	1
32227_alcohol	1	1	1	1	0	0	0	1	0	1	0	1
32231_cocaine	1	1	1	1	1	1	1	1	1	1	1	1
32265_alcohol	1	1	1	1	1	1	1	1	1	1	1	1
32268_cocaine	1	1	1	1	1	1	1	1	1	1	1	1
32283_heroin	1	1	1	1	1	1	1	1	1	1	1	0
32294_cocaine	1	1	1	1	1	1	1	1	1	1	1	1
32298_heroin	0	1	1	1	1	1	1	1	1	1	1	0
32319_cocaine	1	1	1	1	1	1	1	1	1	1	1	1
32323_ethanol	1	1	1	1	1	1	1	1	1	1	1	1
32342_methotrexate	1	1	1	1	1	1	1	1	1	1	1	1
32354_methotrexate	1	1	1	1	1	1	1	1	1	1	1	1
32358_mtx	1	0	0	0	1	0	1	1	1	1	1	0
32393_mtx	0	0	0	0	1	0	1	1	1	1	1	0
32470_mtx	1	0	0	1	1	1	1	1	1	1	1	1
32516_mtx	1	0	0	0	1	0	1	1	1	1	1	1
32796_warfarin	1	1	1	1	1	1	1	1	1	1	1	1
32816_warfarin	1	1	1	1	1	1	1	1	1	1	1	1
32850_warfarin	1	1	1	1	1	1	1	1	1	1	1	1
33039_warfarin	1	1	1	1	1	1	1	1	1	1	1	1
33054_warfarin	1	1	1	1	1	1	1	1	1	1	1	1
33076_verapamil	1	1	1	1	1	1	1	1	1	1	1	1
33097_verapamil	1	1	1	1	1	1	1	1	1	1	1	1
33140_verapamil	1	1	1	1	1	1	1	1	1	1	1	1
33155_verapamil	1	1	1	1	1	1	1	1	1	1	1	1
33193_verapamil	1	1	1	1	1	1	1	1	1	1	1	1
33221_verapamil	1	1	1	1	1	1	1	1	1	1	1	1
33241_verapamil	1	1	1	1	1	1	1	1	1	1	1	1
33314_risperidone	1	1	1	1	1	1	1	1	1	1	1	1
33337_verapamil	1	1	1	1	1	1	1	1	1	1	1	1
33394_risperidone	1	1	1	1	1	1	1	1	1	1	1	1
33405_verapamil	1	1	1	1	1	1	1	1	1	1	1	1
33422_verapamil	1	1	1	1	1	1	1	1	1	1	1	1
33477_clonidine	1	1	1	1	1	1	1	1	1	1	1	1
33479_naphazoline	1	1	1	1	1	1	1	1	1	1	1	0
33481_xylometazoline	1	1	1	1	1	1	1	1	1	1	1	0
33486_morphine	1	1	1	1	1	1	1	1	1	1	1	1
33488_codeine	1	1	1	1	1	1	1	1	1	1	1	1
33490_fentanyl	1	1	1	1	1	1	1	1	1	1	1	1
33492_pentazocine	1	1	1	1	1	1	1	1	1	1	1	1
33499_morphine	1	1	1	1	1	1	1	1	1	1	1	1
33501_codine	1	1	1	1	1	0	1	1	1	1	0	0
33503_fentanyl	1	1	1	1	1	1	1	1	1	1	1	1
33526_noradrenaline	1	1	1	1	1	1	1	1	1	1	1	1
33528_na	1	1	1	1	1	1	1	1	1	1	1	1
33543_na	1	1	1	1	1	1	1	1	1	1	1	1
33561_morphine	1	1	1	1	1	1	1	1	1	1	1	1
33563_fentanyl	1	1	1	1	1	1	1	1	1	1	1	1
33566_codeine	1	1	1	1	1	1	1	1	1	1	1	0
33571_clonidine	1	1	1	1	1	1	1	1	1	1	1	1
33575_naphazoline	1	1	1	1	1	1	1	1	1	1	1	0
33577_xylometazoline	1	1	1	1	1	1	1	1	1	1	1	0
33584_na	1	1	1	1	1	1	1	1	1	1	1	1
33589_morphine	1	1	1	1	1	1	1	1	1	1	1	1
33591_fentanyl	1	1	1	1	1	1	1	1	1	1	1	1
33599_codeine	1	1	1	1	1	1	1	1	1	1	1	1
33611_pentazocine	1	1	1	1	1	1	1	1	1	1	1	1
33620_na	1	1	1	1	1	1	1	1	1	1	1	1
33626_na	1	1	1	1	1	1	1	1	1	1	1	1
33639_fentanyl	1	1	1	1	1	1	1	1	1	1	1	1
33653_na	1	1	1	1	1	1	1	1	1	1	1	1
33688_na	1	1	1	1	1	1	1	1	1	1	1	1
33697_monoamines	1	1	1	0	0	0	0	0	0	0	0	0
33709_propranolol	1	1	1	1	1	1	1	1	1	1	1	1
33759_propranolol	1	1	1	1	1	1	1	1	1	1	1	1
33794_propranolol	1	1	1	1	1	1	1	1	1	1	1	1
33836_propranolol	1	1	1	1	1	1	1	1	1	1	1	1
33884_oestrogen	1	1	1	1	1	1	0	1	1	0	1	0
33904_oestrogen	1	1	1	1	1	1	0	0	1	0	1	1
33914_oestrogen	1	1	1	1	1	0	1	1	1	0	1	0
33917_progestagen	1	1	1	1	1	1	1	1	1	1	0	0
33928_norethisterone	1	1	1	1	1	1	0	0	1	0	1	1
33968_oestrogen	1	1	1	1	1	0	1	1	1	0	1	0
33985_oestrogen	1	1	1	1	1	0	1	1	1	1	1	0
33994_progestagen	1	1	1	1	1	1	1	1	1	1	1	1
34022_diphenylhydantoin	1	1	1	1	1	0	1	1	1	1	1	0
34028_diphenylhydantoin	1	1	1	1	1	1	1	1	1	1	1	0
34066_diphenylhydantoin	1	1	1	1	1	1	1	1	1	1	1	1
34082_diphenylhydantoin	1	1	1	1	1	0	1	1	1	1	1	0
34097_diphenylhydantoin	1	1	1	1	1	1	1	1	1	1	1	0
34117_diphenylhydantoin	1	1	1	1	1	1	1	1	1	1	1	0
34143_tobramycin	1	1	1	1	1	1	1	1	1	1	1	1
34146_carbenicillin	1	1	1	1	1	1	1	1	1	1	1	1
34209_tobramycin	1	1	1	1	1	1	1	1	1	1	1	1
34219_carbenicillin	1	1	1	1	1	1	1	1	1	1	1	1
34222_tobramycin	1	1	1	1	1	1	1	1	1	1	1	1
34236_carbenicillin	1	1	1	1	1	1	1	1	1	1	1	1
34403_creatinine	1	1	1	1	1	1	1	1	1	1	1	1
34438_tobramycin	1	1	1	1	1	1	1	1	1	1	1	1
34463_aminocaproic	1	1	1	1	1	1	1	1	1	1	1	0
34464_acid	1	1	1	1	1	1	1	1	1	1	1	1
34477_epsilon	1	1	1	1	1	1	1	1	1	1	1	0
34478_aminocaproic	1	1	1	1	1	0	1	0	1	1	1	0
34479_acid	1	1	1	1	1	1	1	1	1	1	1	1
34481_eaca	1	1	1	1	1	1	1	1	1	1	0	1
34516_eaca	1	1	1	1	1	1	0	0	1	1	0	1
34547_eaca	1	1	1	1	1	1	0	0	1	1	0	1
34568_eaca	1	1	1	0	0	1	0	0	1	1	0	0
34617_eaca	1	1	1	1	1	1	0	0	1	1	0	0
34650_propranolol	1	1	1	1	1	1	1	1	1	1	1	1
34661_propranolol	1	1	1	1	1	1	1	1	1	1	1	1
34719_propranolol	1	1	1	1	1	1	1	1	1	1	1	1
34733_propranolol	1	1	1	1	1	1	1	1	1	1	1	1
34797_propranolol	1	1	1	1	1	1	1	1	1	1	1	1
34819_propranolol	1	1	1	1	1	1	1	1	1	1	1	1
34858_catecholamines	1	1	1	1	1	1	1	1	1	1	1	1
34879_norepinephrine	1	1	1	1	1	1	1	1	1	1	1	1
34884_propanolol	1	1	1	1	1	1	1	1	1	1	1	1
34925_propranolol	1	1	1	1	1	1	1	1	1	1	1	1
34969_propranolol	1	1	1	1	1	1	1	1	1	1	1	1
35051_propranolol	1	1	1	1	1	1	1	1	1	1	1	1
35059_propranolol	1	1	1	1	1	1	1	1	1	1	1	1
35078_etomidate	1	1	1	1	1	0	1	1	1	1	1	1
35099_etomidate	1	1	1	1	1	0	1	1	1	1	1	1
35116_diazepam	1	1	1	1	1	1	1	1	1	1	1	1
35120_atropine	1	1	1	1	1	1	1	1	1	1	1	1
35139_etomidate	1	1	1	1	1	0	1	1	1	1	1	1
35165_etomidate	1	1	1	1	1	0	1	1	1	1	1	1
35235_etomidate	1	1	1	1	1	0	1	1	1	1	1	1
35387_fenoterol	1	1	1	1	1	1	1	1	1	1	1	0
35388_-	1	1	1	1	1	1	0	1	1	1	0	0
35389_hydrobromide	1	1	1	1	0	1	0	0	1	1	0	0
35391_ritodrin	1	1	1	1	1	1	1	1	1	1	1	0
35392_-	1	1	1	1	1	1	1	1	1	1	0	0
35393_hcl	1	1	1	1	1	1	1	1	1	1	1	0
35477_fenoterol	1	1	1	1	1	1	1	1	1	1	1	0
35478_-	1	1	1	1	0	0	0	1	0	1	0	0
35479_hydrobromide	1	1	1	1	1	0	0	1	1	1	0	0
35490_ritodrin	1	1	1	1	0	1	1	1	1	1	0	0
35491_-	1	1	1	1	0	0	1	1	1	0	0	0
35492_hcl	1	1	1	1	0	0	1	1	1	0	0	0
35509_corticosteroid	0	0	0	0	0	0	0	0	0	0	0	0
35546_methylprednisolone	1	1	1	1	1	1	1	1	1	1	1	1
35547_acetate	1	1	1	1	1	1	1	1	1	1	1	1
35551_lidocaine	1	1	1	1	1	1	1	1	1	1	1	1
35553_epinephrine	1	1	1	1	1	1	1	1	1	1	1	1
35556_penicillin	1	1	1	1	1	1	1	1	1	1	1	1
35628_cephalothin	1	1	1	1	1	1	1	1	1	1	1	1
35649_cephalothin	1	1	1	1	1	1	1	1	1	1	1	1
35656_cephalothin	1	1	1	1	1	0	1	1	1	1	1	0
35693_cephalothin	1	1	1	1	1	1	1	1	1	1	1	0
35717_cephalothin	1	1	1	1	1	1	1	1	1	1	1	1
35721_ampicillin	1	1	1	1	1	1	1	1	1	1	1	1
35745_l	1	1	1	1	1	1	1	1	1	1	1	1
35746_-	1	1	1	1	1	1	1	1	1	1	1	1
35747_dopa	1	1	1	1	1	1	1	1	1	1	1	1
35763_l	1	1	1	1	1	1	1	1	1	1	1	1
35764_-	1	1	1	1	1	1	1	1	1	1	1	1
35765_dopa	1	1	1	1	1	1	1	1	1	1	1	1
35775_l	1	1	1	1	1	1	1	1	1	1	1	1
35776_-	1	1	1	1	1	1	1	1	1	1	1	1
35777_dopa	1	1	1	1	1	1	1	1	1	1	1	1
35783_potassium	1	1	1	1	1	1	1	1	1	1	1	1
35810_potassium	1	1	1	1	1	1	1	1	1	1	1	1
35812_sodium	1	1	1	1	1	1	1	1	1	1	1	1
35819_potassium	1	1	1	1	1	1	1	1	1	1	1	1
35821_sodium	1	1	1	1	1	1	1	1	1	1	1	1
35823_aldosterone	1	1	1	1	1	1	1	1	1	1	1	1
35826_l	1	1	1	1	1	1	1	1	1	1	1	1
35827_-	1	1	1	1	1	1	1	1	1	1	1	1
35828_dopa	1	1	1	1	1	1	1	1	1	1	1	1
35838_potassium	1	1	1	1	1	1	1	1	1	1	1	1
35844_sodium	1	1	1	1	1	1	1	1	1	1	1	1
35900_aldosterone	1	1	1	1	1	1	1	1	1	1	1	1
35907_l	1	1	1	1	1	1	1	1	1	1	1	1
35908_-	1	1	1	1	1	1	1	1	1	1	1	1
35909_dopa	1	1	1	1	1	1	1	1	1	1	1	1
35912_phenytoin	1	1	1	1	1	1	1	1	1	1	1	1
35926_phenytoin	1	1	1	1	1	1	1	1	1	1	1	1
35928_dph	1	1	1	1	1	1	1	1	1	1	1	0
35948_dph	1	0	0	1	1	1	1	1	1	1	1	0
35993_dph	1	0	0	1	1	1	1	1	1	1	1	0
36005_dph	1	0	0	1	1	1	1	1	1	1	1	0
36016_dph	1	1	0	1	1	0	1	1	1	1	1	0
36032_dph	1	1	1	1	1	0	1	1	1	1	1	0
36058_dph	1	0	1	1	1	0	1	0	1	1	1	0
36079_isoproterenol	1	1	1	1	1	1	1	1	1	1	1	1
36094_isoproterenol	1	1	1	1	1	1	1	1	1	1	1	1
36121_isoproterenol	1	1	1	1	1	1	1	1	1	1	1	1
36155_isoproterenol	1	1	1	1	1	1	1	1	1	1	1	1
36211_isoproterenol	1	1	1	1	1	1	1	1	1	1	1	1
36245_isoproterenol	1	1	1	1	1	1	1	1	1	1	1	1
36289_isoproterenol	1	1	1	1	1	1	1	1	1	1	1	1
36302_isoproterenol	1	1	1	1	1	1	1	1	1	1	1	1
36342_isoproterenol	1	1	1	1	1	1	1	1	1	1	1	1
36356_d	1	1	1	1	1	0	1	1	1	1	1	1
36357_-	1	1	1	1	1	1	1	1	1	1	1	1
36358_glucarates	1	1	1	1	1	1	1	1	1	1	0	1
36381_aminoglycoside	1	1	1	1	1	1	1	1	1	1	1	1
36395_2	1	1	1	1	1	1	1	1	1	1	0	1
36396_,	1	1	1	1	1	1	1	1	1	1	1	0
36397_5	1	1	1	1	1	1	1	1	1	1	0	0
36398_-	1	1	1	1	1	1	1	1	1	1	1	1
36399_di	1	1	1	1	1	1	1	1	1	1	1	1
36400_-	1	1	1	1	1	1	1	1	1	1	1	1
36401_o	1	1	1	1	1	1	1	1	1	1	1	1
36402_-	1	1	1	1	1	1	1	1	1	1	1	1
36403_acetyl	1	1	1	1	1	1	1	1	1	1	1	1
36404_-	1	1	1	1	1	1	1	1	1	1	1	1
36405_d	1	1	1	1	1	1	1	1	1	1	1	1
36406_-	1	1	1	1	1	1	1	1	1	1	1	1
36407_glucaro	1	1	1	1	1	1	1	1	1	1	1	1
36408_-	1	1	1	1	1	1	1	1	1	0	1	1
36409_1	1	1	1	1	1	1	1	1	1	0	1	1
36410_,	1	1	1	1	1	1	1	1	1	1	1	1
36411_4	1	1	1	1	1	1	1	1	1	1	1	1
36412_-	1	1	1	1	1	1	1	1	1	1	1	1
36413_6	1	1	1	1	1	1	1	1	1	1	1	1
36414_,	1	1	1	1	1	1	1	1	1	1	1	0
36415_3	1	1	1	1	1	1	1	1	1	1	1	0
36416_-	1	1	1	1	1	1	1	1	1	1	1	1
36417_dilactone	1	1	1	1	1	1	1	1	1	1	1	1
36425_kanamycin	1	1	1	1	1	1	1	1	1	1	1	1
36436_d	1	1	1	1	1	1	0	0	0	1	0	0
